indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU)
2502,1/16/2019,Zona Sur,667.96,516.57,67.32,31.99,60.3,58.42
2503,1/16/2019,Caribe,508.61,484.5,0.00,0.00,22.84,21.69
2504,1/16/2019,Huetar Norte,31.73,38.75,0.00,0.00,9.4,5.43
2505,1/17/2019,Central y Norte,665.62,672.74,26.16,26.06,96.87,104.51
2506,1/17/2019,Pacifico,1245.29,1243.71,17.12,39.49,36.29,25.05
2507,1/17/2019,Zona Sur,665.06,525.09,67.32,31.58,60.3,65.42
2508,1/17/2019,Caribe,498.04,489.93,0.00,0.00,22.84,25.59
2509,1/17/2019,Huetar Norte,31.73,36.62,0.00,0.00,9.4,5.75
2510,1/18/2019,Central y Norte,665.62,680.78,26.16,26,96.87,103.25
2511,1/18/2019,Pacifico,1245.29,1256.25,17.12,39.48,36.29,23.6
2512,1/18/2019,Zona Sur,673.85,551.62,67.32,32.14,60.3,69.27
2513,1/18/2019,Caribe,498.04,483.14,0.00,0.00,22.84,29.69
2514,1/18/2019,Huetar Norte,31.73,37.06,0.00,0.00,9.4,6.68
2515,1/19/2019,Central y Norte,665.62,679.01,26.16,26.53,96.87,106
2516,1/19/2019,Pacifico,1245.29,1239.78,17.12,39.44,36.29,23.5
2517,1/19/2019,Zona Sur,673.85,550.08,67.32,32.13,60.3,69.67
2518,1/19/2019,Caribe,498.04,487.86,0.00,0.00,22.84,26.83
2519,1/19/2019,Huetar Norte,31.73,38.1,0.00,0.00,9.4,6.79
2520,1/20/2019,Central y Norte,664.76,622.93,26.16,25.95,96.87,97.46
2521,1/20/2019,Pacifico,1246.58,1222.36,17.12,37.36,36.29,19.69
2522,1/20/2019,Zona Sur,673.85,526.3,67.32,32.15,60.3,57.13
2523,1/20/2019,Caribe,498.35,483.75,0.00,0.00,22.84,22.58
2524,1/20/2019,Huetar Norte,31.73,38.35,0.00,0.00,9.4,6.52
2525,1/21/2019,Central y Norte,664.76,595.48,26.16,26.51,96.87,111.56
2526,1/21/2019,Pacifico,1246.58,1214.78,17.12,37.53,36.29,21.67
2527,1/21/2019,Zona Sur,673.85,547.39,67.32,32.13,60.3,69.83
2528,1/21/2019,Caribe,498.35,465.54,0.00,0.00,22.84,28.18
2529,1/21/2019,Huetar Norte,31.73,38.08,0.00,0.00,9.4,6.5
2530,1/22/2019,Central y Norte,665.62,541.6,26.16,26.59,96.87,106.25
2531,1/22/2019,Pacifico,1246.58,1208.61,17.12,35.58,36.29,26.18
2532,1/22/2019,Zona Sur,673.85,582.43,67.32,32.15,60.3,74.74
2533,1/22/2019,Caribe,498.35,459.56,0.00,0.00,22.84,33.64
2534,1/22/2019,Huetar Norte,31.73,37.62,0.00,0.00,9.4,6.72
2535,1/23/2019,Central y Norte,674,597.22,26.16,26.57,96.87,113.36
2536,1/23/2019,Pacifico,1246.58,1253.47,17.12,35.55,36.29,25.24
2537,1/23/2019,Zona Sur,673.85,588.47,67.32,31.74,60.3,76.7
2538,1/23/2019,Caribe,498.35,484.63,0.00,0.00,22.84,27.89
2539,1/23/2019,Huetar Norte,31.73,37.17,0.00,0.00,9.4,6.39
2540,1/24/2019,Central y Norte,667.72,601.3,26.16,26.61,96.87,107.31
2541,1/24/2019,Pacifico,1241.15,1208.55,17.12,35.56,36.29,26.22
2542,1/24/2019,Zona Sur,673.85,593.72,67.32,31.65,60.3,76.25
2543,1/24/2019,Caribe,498.35,479.58,0.00,0.00,22.84,25.22
2544,1/24/2019,Huetar Norte,31.73,35.54,0.00,0.00,9.4,7.18
2545,1/25/2019,Central y Norte,665.3,597.26,26.16,26.63,96.87,110.1
2546,1/25/2019,Pacifico,1241.15,1171.95,17.12,34.12,36.29,22.45
2547,1/25/2019,Zona Sur,673.85,608.14,67.32,31.71,60.3,78.73
2548,1/25/2019,Caribe,498.35,480.53,0.00,0.00,22.84,23.34
2549,1/25/2019,Huetar Norte,31.73,34.96,0.00,0.00,9.4,6.97
2550,1/26/2019,Central y Norte,667.97,552.35,26.16,26.68,96.87,110.35
2551,1/26/2019,Pacifico,1241.15,1097.74,17.12,36.1,36.29,19.43
2552,1/26/2019,Zona Sur,673.85,550.79,67.32,31.82,60.3,62.91
2553,1/26/2019,Caribe,498.35,462.69,0.00,0.00,22.84,24.55
2554,1/26/2019,Huetar Norte,31.73,34.21,0.00,0.00,9.4,6.99
2555,1/27/2019,Central y Norte,667.97,556.87,26.16,26.66,96.87,114.11
2556,1/27/2019,Pacifico,1241.30,1101.97,17.12,37.28,36.29,20.63
2557,1/27/2019,Zona Sur,673.85,524.69,67.32,31.76,60.3,60.64
2558,1/27/2019,Caribe,498.35,464.81,0.00,0.00,22.84,20.32
2559,1/27/2019,Huetar Norte,31.73,35.06,0.00,0.00,9.4,6.36
2560,1/28/2019,Central y Norte,667.97,608.25,26.16,26.64,96.87,118.39
2561,1/28/2019,Pacifico,1231.74,1156.07,17.12,37.54,36.29,23.47
2562,1/28/2019,Zona Sur,673.85,529.6,67.32,31.79,60.3,71.6
2563,1/28/2019,Caribe,498.35,480.3,0.00,0.00,22.84,27
2564,1/28/2019,Huetar Norte,31.73,35.89,0.00,0.00,9.4,6.75
2565,1/29/2019,Central y Norte,667.97,624.24,26.16,26.65,96.87,115.82
2566,1/29/2019,Pacifico,1231.74,1187.43,17.12,37.95,36.29,26.03
2567,1/29/2019,Zona Sur,673.85,532.54,67.32,31.53,60.3,65.36
2568,1/29/2019,Caribe,498.35,495.92,0.00,0.00,22.84,25.32
2569,1/29/2019,Huetar Norte,31.73,35.27,0.00,0.00,9.4,6.5
2570,1/30/2019,Central y Norte,665.49,626.86,26.16,26.6,96.87,115.84
2571,1/30/2019,Pacifico,1231.57,1217.85,17.12,37.92,36.29,25.27
2572,1/30/2019,Zona Sur,673.85,543.42,67.32,31.75,60.3,63.05
2573,1/30/2019,Caribe,498.35,509.53,0.00,0.00,22.84,25.22
2574,1/30/2019,Huetar Norte,31.73,33.23,0.00,0.00,9.4,6.55
2575,1/31/2019,Central y Norte,683.32,617.19,26.16,25.97,96.87,117.93
2576,1/31/2019,Pacifico,1231.57,1223.22,17.12,38.7,36.29,25.84
2577,1/31/2019,Zona Sur,678.25,551.56,67.32,33.16,60.3,67.52
2578,1/31/2019,Caribe,498.35,503.77,0.00,0.00,22.84,24.45
2579,1/31/2019,Huetar Norte,31.73,36.06,0.00,0.00,9.4,6.36
2580,2/1/2019,Central y Norte,659.86,587.28,26.91,24.4,105.09,115.85
2581,2/1/2019,Pacifico,1213.57,1187.13,32.68,38.93,35.58,25.13
2582,2/1/2019,Zona Sur,682.45,549.45,67.51,34.28,66.95,72.84
2583,2/1/2019,Caribe,497.42,497.29,0.00,0.00,24,25.22
2584,2/1/2019,Huetar Norte,31.81,37.11,0.00,0.00,8.62,5.92
2585,2/2/2019,Central y Norte,659.86,608.3,26.91,21.49,105.09,111.02
2586,2/2/2019,Pacifico,1213.57,1178.78,32.68,39.33,35.58,24.92
2587,2/2/2019,Zona Sur,682.45,547.06,67.51,35.58,66.95,72.2
2588,2/2/2019,Caribe,497.42,495.15,0.00,0.00,24,24.73
2589,2/2/2019,Huetar Norte,31.81,36.38,0.00,0.00,8.62,5.11
2590,2/3/2019,Central y Norte,659.86,582.52,26.91,22.56,105.09,113.79
2591,2/3/2019,Pacifico,1213.55,1158.79,32.68,39.32,35.58,23.83
2592,2/3/2019,Zona Sur,682.45,518.6,67.51,37.13,66.95,55.52
2593,2/3/2019,Caribe,497.42,479.44,0.00,0.00,24,24.24
2594,2/3/2019,Huetar Norte,31.81,36.09,0.00,0.00,8.62,4.74
2595,2/4/2019,Central y Norte,659.86,597.26,26.91,25.14,105.09,111.46
2596,2/4/2019,Pacifico,1213.55,1196.93,32.68,39.28,35.58,26.44
2597,2/4/2019,Zona Sur,682.45,537.35,67.51,37.5,66.95,67.96
2598,2/4/2019,Caribe,497.42,485.02,0.00,0.00,24,28.95
2599,2/4/2019,Huetar Norte,31.81,37.01,0.00,0.00,8.62,5.16
2600,2/5/2019,Central y Norte,659.86,618.47,26.91,26.32,105.09,107.45
2601,2/5/2019,Pacifico,1213.55,1246.34,32.68,39.37,35.58,32.4
2602,2/5/2019,Zona Sur,682.45,562.39,67.51,37.36,66.95,78.89
2603,2/5/2019,Caribe,497.42,504.31,0.00,0.00,24,26.82
2604,2/5/2019,Huetar Norte,31.81,35.84,0.00,0.00,8.62,4.92
2605,2/6/2019,Central y Norte,660.73,597.52,26.91,25.11,105.09,106.94
2606,2/6/2019,Pacifico,1215.94,1235.30,32.68,39.28,35.58,28.56
2607,2/6/2019,Zona Sur,682.45,576.15,67.51,36.88,66.95,78.69
2608,2/6/2019,Caribe,497.42,510.15,0.00,0.00,24,28.62
2609,2/6/2019,Huetar Norte,31.81,35.75,0.00,0.00,8.62,4.89
2610,2/7/2019,Central y Norte,663.23,522.48,26.91,20.34,105.09,112.09
2611,2/7/2019,Pacifico,1215.94,1166.46,32.68,39.28,35.58,19.37
2612,2/7/2019,Zona Sur,682.45,595.09,67.51,32.54,66.95,76.62
2613,2/7/2019,Caribe,497.42,505.99,0.00,0.00,24,23.24
2614,2/7/2019,Huetar Norte,31.81,34.98,0.00,0.00,8.62,4.83
2615,2/8/2019,Central y Norte,669.11,540.22,26.91,21,105.09,115.9
2616,2/8/2019,Pacifico,1215.94,1213.64,32.68,39.54,35.58,21.46
2617,2/8/2019,Zona Sur,682.45,619.41,67.51,27.11,66.95,78.06
2618,2/8/2019,Caribe,492.71,497.19,0.00,0.00,24,26.58
2619,2/8/2019,Huetar Norte,31.81,35.33,0.00,0.00,8.62,4.77
2620,2/9/2019,Central y Norte,658.98,573.5,26.91,21.07,105.09,117.69
2621,2/9/2019,Pacifico,1216.94,1191.17,32.68,39.61,35.58,23.09
2622,2/9/2019,Zona Sur,682.45,611.73,67.51,14.78,66.95,64.9
2623,2/9/2019,Caribe,492.71,489.36,0.00,0.00,24,25.94
2624,2/9/2019,Huetar Norte,31.81,34.19,0.00,0.00,8.62,4.33
2625,2/10/2019,Central y Norte,658.98,563.35,26.91,21.03,105.09,113.6
2626,2/10/2019,Pacifico,1216.94,1162.43,32.68,39.53,35.58,22.75
2627,2/10/2019,Zona Sur,670.34,570.08,67.51,14.85,66.95,58.56
2628,2/10/2019,Caribe,492.71,494.68,0.00,0.00,24,22.24
2629,2/10/2019,Huetar Norte,31.81,34.14,0.00,0.00,8.62,4.04
2630,2/11/2019,Central y Norte,655.48,564.01,26.91,21,105.09,115.68
2631,2/11/2019,Pacifico,1226.00,1194.75,32.68,39.48,35.58,25.8
2632,2/11/2019,Zona Sur,670.34,557.23,67.51,30.29,66.95,59.67
2633,2/11/2019,Caribe,497.1,503.71,0.00,0.00,24,24.83
2634,2/11/2019,Huetar Norte,31.81,30.45,0.00,0.00,8.62,3.83
2635,2/12/2019,Central y Norte,655.48,573.44,26.91,20.94,105.09,114.65
2636,2/12/2019,Pacifico,1226.00,1220.53,32.68,39.43,35.58,25.06
2637,2/12/2019,Zona Sur,670.34,552.83,67.51,37.22,66.95,55.71
2638,2/12/2019,Caribe,497.1,505.56,0.00,0.00,24,27.32
2639,2/12/2019,Huetar Norte,31.81,32.51,0.00,0.00,8.62,2.6
2640,2/13/2019,Central y Norte,656.17,583.48,26.91,20.83,105.09,121.78
2641,2/13/2019,Pacifico,1228.00,1234.99,32.68,39.47,35.58,26.63
2642,2/13/2019,Zona Sur,670.34,567.8,67.51,37.28,66.95,61.97
2643,2/13/2019,Caribe,497.1,511.57,0.00,0.00,24,25.18
2644,2/13/2019,Huetar Norte,31.81,36.62,0.00,0.00,8.62,2.73
2645,2/14/2019,Central y Norte,664.91,562.08,26.91,19.11,105.09,120.72
2646,2/14/2019,Pacifico,1228.00,1231.37,32.68,39.47,35.58,27.73
2647,2/14/2019,Zona Sur,670.34,587.63,67.51,36.85,66.95,68.88
2648,2/14/2019,Caribe,497.1,520.22,0.00,0.00,24,25.59
2649,2/14/2019,Huetar Norte,31.81,36.99,0.00,0.00,8.62,2.73
2650,2/15/2019,Central y Norte,664.91,560.88,26.91,22.69,105.09,131.88
2651,2/15/2019,Pacifico,1228.00,1173.34,32.68,39.5,35.58,17.54
2652,2/15/2019,Zona Sur,670.34,616.31,67.51,36.86,66.95,86.09
2653,2/15/2019,Caribe,497.1,508.54,0.00,0.00,24,27.04
2654,2/15/2019,Huetar Norte,31.81,37.58,0.00,0.00,8.62,2.45
2655,2/16/2019,Central y Norte,664.91,552.17,26.91,26.22,105.09,135.22
2656,2/16/2019,Pacifico,1228.00,1177.73,32.68,39.56,35.58,15.19
2657,2/16/2019,Zona Sur,670.34,610.62,67.51,36.89,66.95,71.7
2658,2/16/2019,Caribe,497.1,486.64,0.00,0.00,24,24
2659,2/16/2019,Huetar Norte,31.81,36.43,0.00,0.00,8.62,2.4
2660,2/17/2019,Central y Norte,664.91,521.9,26.91,26.65,105.09,137.91
2661,2/17/2019,Pacifico,1229.92,1200.74,32.68,39.51,35.58,15.02
2662,2/17/2019,Zona Sur,670.34,608.85,67.51,37.05,66.95,53.45
2663,2/17/2019,Caribe,497.1,459.92,0.00,0.00,24,22.8
2664,2/17/2019,Huetar Norte,31.81,34.79,0.00,0.00,8.62,3
2665,2/18/2019,Central y Norte,664.91,529.11,26.91,26.08,105.09,129.65
2666,2/18/2019,Pacifico,1232.19,1207.08,32.68,39.51,35.58,23.98
2667,2/18/2019,Zona Sur,661.63,647.09,67.51,36.92,66.95,79.3
2668,2/18/2019,Caribe,497.1,467.47,0.00,0.00,24,29.91
2669,2/18/2019,Huetar Norte,31.81,35.91,0.00,0.00,8.62,2.84
2670,2/19/2019,Central y Norte,664.91,548.52,26.91,26.53,105.09,123.97
2671,2/19/2019,Pacifico,1247.79,1251.00,32.68,39.55,35.58,27.79
2672,2/19/2019,Zona Sur,661.63,656.33,67.51,37.09,66.95,83.59
2673,2/19/2019,Caribe,497.1,489.08,0.00,0.00,24,29.88
2674,2/19/2019,Huetar Norte,31.81,37.01,0.00,0.00,8.62,3.08
2675,2/20/2019,Central y Norte,664.88,557.39,26.91,25.87,105.09,129.29
2676,2/20/2019,Pacifico,1244.58,1267.89,32.68,39.51,35.58,23.59
2677,2/20/2019,Zona Sur,661.63,639.09,67.51,36.72,66.95,73.42
2678,2/20/2019,Caribe,497.1,478.85,0.00,0.00,24,33.38
2679,2/20/2019,Huetar Norte,31.81,34.24,0.00,0.00,8.62,2.83
2680,2/21/2019,Central y Norte,665.92,534.44,26.91,26.22,105.09,152.6
2681,2/21/2019,Pacifico,1254.08,1278.50,32.68,39.44,35.58,25.04
2682,2/21/2019,Zona Sur,661.63,621.51,67.51,36.6,66.95,76.44
2683,2/21/2019,Caribe,504.35,489.9,0.00,0.00,24,30.12
2684,2/21/2019,Huetar Norte,31.81,37.05,0.00,0.00,8.62,2.42
2685,2/22/2019,Central y Norte,665.06,526.58,26.91,26.35,105.09,174.04
2686,2/22/2019,Pacifico,1254.08,1273.50,32.68,39.47,35.58,34.39
2687,2/22/2019,Zona Sur,661.63,602.42,67.51,39.45,66.95,69.77
2688,2/22/2019,Caribe,504.35,506.59,0.00,0.00,24,30.34
2689,2/22/2019,Huetar Norte,31.81,39.02,0.00,0.00,8.62,2.51
2690,2/23/2019,Central y Norte,665.06,532.44,26.91,25.57,105.09,165.21
2691,2/23/2019,Pacifico,1254.08,1259.91,32.68,39.35,35.58,25.53
2692,2/23/2019,Zona Sur,661.63,594.2,67.51,41.95,66.95,70.96
2693,2/23/2019,Caribe,504.35,511.51,0.00,0.00,24,29.04
2694,2/23/2019,Huetar Norte,31.81,38.42,0.00,0.00,8.62,2.58
2695,2/24/2019,Central y Norte,670.86,523.2,26.91,29.13,105.09,158.37
2696,2/24/2019,Pacifico,1254.08,1227.41,32.68,39.36,35.58,19.19
2697,2/24/2019,Zona Sur,661.63,577.16,67.51,40.7,66.95,71.04
2698,2/24/2019,Caribe,504.35,500.31,0.00,0.00,24,25.29
2699,2/24/2019,Huetar Norte,31.81,36.66,0.00,0.00,8.62,2.33
2700,2/25/2019,Central y Norte,670.86,536.52,26.91,29.8,105.09,150.38
2701,2/25/2019,Pacifico,1254.08,1253.33,32.68,39.4,35.58,23.01
2702,2/25/2019,Zona Sur,661.63,621.28,67.51,40.62,66.95,80.07
2703,2/25/2019,Caribe,504.35,482.66,0.00,0.00,24,25.77
2704,2/25/2019,Huetar Norte,31.81,37.5,0.00,0.00,8.62,2.67
2705,2/26/2019,Central y Norte,670.86,525.83,26.91,29.79,105.09,149.07
2706,2/26/2019,Pacifico,1264.41,1244.56,32.68,39.38,35.58,22.72
2707,2/26/2019,Zona Sur,661.63,640.49,67.51,40.81,66.95,76.97
2708,2/26/2019,Caribe,504.35,485.83,0.00,0.00,24,29.08
2709,2/26/2019,Huetar Norte,31.81,37.93,0.00,0.00,8.62,2.6
2710,2/27/2019,Central y Norte,670.86,506.96,26.91,30,105.09,142.55
2711,2/27/2019,Pacifico,1264.41,1251.32,32.68,39.44,35.58,22.01
2712,2/27/2019,Zona Sur,661.63,659.53,67.51,40.58,66.95,73.21
2713,2/27/2019,Caribe,504.35,473.7,0.00,0.00,24,28.08
2714,2/27/2019,Huetar Norte,31.81,37.38,0.00,0.00,8.62,2.43
2715,2/28/2019,Central y Norte,673.21,527.94,26.91,29.15,105.09,144.69
2716,2/28/2019,Pacifico,1269.41,1277.59,32.68,39.48,35.58,21.02
2717,2/28/2019,Zona Sur,661.63,644.5,67.51,36.72,66.95,75.83
2718,2/28/2019,Caribe,504.35,480.02,0.00,0.00,24,27.21
2719,2/28/2019,Huetar Norte,31.81,37.1,0.00,0.00,8.62,2.64
2720,3/1/2019,Central y Norte,668.42,553.92,26.88,30.1,121.72,142.81
2721,3/1/2019,Pacifico,1270.71,1286.40,32.6,39.45,34.47,26.28
2722,3/1/2019,Zona Sur,657.97,670.79,67.32,36.63,73.41,73.05
2723,3/1/2019,Caribe,504.47,464.87,0.00,0.00,29.22,26.8
2724,3/1/2019,Huetar Norte,31.7,37.45,0.00,0.00,9.21,2.88
2725,3/2/2019,Central y Norte,668.42,527.42,26.88,29.36,121.72,142.05
2726,3/2/2019,Pacifico,1270.71,1271.02,32.6,39.4,34.47,26.49
2727,3/2/2019,Zona Sur,657.97,630.77,67.32,36.91,73.41,63.58
2728,3/2/2019,Caribe,504.47,466.76,0.00,0.00,29.22,25.35
2729,3/2/2019,Huetar Norte,31.7,38.17,0.00,0.00,9.21,3.06
2730,3/3/2019,Central y Norte,668.42,465.57,26.88,29.68,121.72,136.91
2731,3/3/2019,Pacifico,1270.71,1235.12,32.6,39.36,34.47,31.62
2732,3/3/2019,Zona Sur,657.97,629.83,67.32,37.04,73.41,59.19
2733,3/3/2019,Caribe,504.47,475.35,0.00,0.00,29.22,25.05
2734,3/3/2019,Huetar Norte,31.7,37.3,0.00,0.00,9.21,3.78
2735,3/4/2019,Central y Norte,669.28,487.66,26.88,30.74,121.72,141.53
2736,3/4/2019,Pacifico,1270.71,1249.82,32.6,39.31,34.47,35.43
2737,3/4/2019,Zona Sur,657.97,672.94,67.32,37.04,73.41,63.56
2738,3/4/2019,Caribe,504.47,479.64,0.00,0.00,29.22,25.13
2739,3/4/2019,Huetar Norte,31.7,36.08,0.00,0.00,9.21,3.35
2740,3/5/2019,Central y Norte,669.28,502.11,26.88,30.74,121.72,140.05
2741,3/5/2019,Pacifico,1270.71,1282.53,32.6,39.33,34.47,38.61
2742,3/5/2019,Zona Sur,657.97,673.52,67.32,37.07,73.41,58.3
2743,3/5/2019,Caribe,504.47,492.45,0.00,0.00,29.22,29.79
2744,3/5/2019,Huetar Norte,31.7,37.14,0.00,0.00,9.21,3.83
2745,3/6/2019,Central y Norte,671.43,525.3,26.88,31.04,121.72,138.83
2746,3/6/2019,Pacifico,1270.71,1289.83,32.6,39.32,34.47,39.21
2747,3/6/2019,Zona Sur,657.97,677.88,67.32,35.83,73.41,60.35
2748,3/6/2019,Caribe,504.47,490.23,0.00,0.00,29.22,33.22
2749,3/6/2019,Huetar Norte,31.7,36.81,0.00,0.00,9.21,3.64
2750,3/7/2019,Central y Norte,668.95,553.11,26.88,31.06,121.72,139.14
2751,3/7/2019,Pacifico,1270.71,1300.96,32.6,39.36,34.47,39.26
2752,3/7/2019,Zona Sur,657.97,681.83,67.32,32.53,73.41,70.05
2753,3/7/2019,Caribe,504.47,502.32,0.00,0.00,29.22,30.57
2754,3/7/2019,Huetar Norte,31.7,31.51,0.00,0.00,9.21,3.33
2755,3/8/2019,Central y Norte,669.81,552.36,26.88,30.98,121.72,135.35
2756,3/8/2019,Pacifico,1270.71,1297.64,32.6,39.27,34.47,38.76
2757,3/8/2019,Zona Sur,657.97,671.8,67.32,33.69,73.41,80.13
2758,3/8/2019,Caribe,504.47,493.33,0.00,0.00,29.22,30.45
2759,3/8/2019,Huetar Norte,31.7,31.08,0.00,0.00,9.21,3.54
2760,3/9/2019,Central y Norte,669.81,553.17,26.88,30.91,121.72,135.11
2761,3/9/2019,Pacifico,1270.71,1281.24,32.6,39.33,34.47,35.35
2762,3/9/2019,Zona Sur,657.97,670.04,67.32,33.02,73.41,78.66
2763,3/9/2019,Caribe,504.47,501.3,0.00,0.00,29.22,35.73
2764,3/9/2019,Huetar Norte,31.7,28.92,0.00,0.00,9.21,3.85
2765,3/10/2019,Central y Norte,669.81,541.58,26.88,30.96,121.72,132.47
2766,3/10/2019,Pacifico,1270.71,1272.54,32.6,39.36,34.47,29.16
2767,3/10/2019,Zona Sur,657.97,654.47,67.32,32.37,73.41,60.36
2768,3/10/2019,Caribe,504.47,518.35,0.00,0.00,29.22,30.16
2769,3/10/2019,Huetar Norte,31.7,37.1,0.00,0.00,9.21,3.2
2770,3/11/2019,Central y Norte,669.81,555.94,26.88,31.2,121.72,137.15
2771,3/11/2019,Pacifico,1270.71,1290.87,32.6,39.32,34.47,35.04
2772,3/11/2019,Zona Sur,666.68,674.99,67.32,33.69,73.41,70.63
2773,3/11/2019,Caribe,504.47,538.01,0.00,0.00,29.22,36.34
2774,3/11/2019,Huetar Norte,31.7,38.97,0.00,0.00,9.21,3.18
2775,3/12/2019,Central y Norte,669.81,573.33,26.88,31.12,121.72,141.25
2776,3/12/2019,Pacifico,1270.71,1301.76,32.6,39.36,34.47,30.94
2777,3/12/2019,Zona Sur,678.58,691.11,67.32,31.97,73.41,64.85
2778,3/12/2019,Caribe,504.47,540.64,0.00,0.00,29.22,37.34
2779,3/12/2019,Huetar Norte,31.7,38.97,0.00,0.00,9.21,3
2780,3/13/2019,Central y Norte,665.93,581.45,26.88,31.18,121.72,139.67
2781,3/13/2019,Pacifico,1273.92,1298.01,32.6,39.31,34.47,32.08
2782,3/13/2019,Zona Sur,678.58,683.79,67.32,32.09,73.41,69.52
2783,3/13/2019,Caribe,504.47,535.98,0.00,0.00,29.22,37.1
2784,3/13/2019,Huetar Norte,31.7,37.75,0.00,0.00,9.21,3.58
2785,3/14/2019,Central y Norte,654.78,559.54,26.88,31.2,121.72,140.21
2786,3/14/2019,Pacifico,1273.92,1288.95,32.6,39.3,34.47,32.69
2787,3/14/2019,Zona Sur,678.58,683.74,67.32,31.16,73.41,68.86
2788,3/14/2019,Caribe,504.47,533.24,0.00,0.00,29.22,34.81
2789,3/14/2019,Huetar Norte,31.7,38.71,0.00,0.00,9.21,3.04
2790,3/15/2019,Central y Norte,654.91,549.26,26.88,31.39,121.72,145.29
2791,3/15/2019,Pacifico,1269.92,1266.81,32.6,39.29,34.47,37.94
2792,3/15/2019,Zona Sur,678.58,674.22,67.32,33.23,73.41,67.98
2793,3/15/2019,Caribe,504.47,505.18,0.00,0.00,29.22,39.61
2794,3/15/2019,Huetar Norte,31.7,37.69,0.00,0.00,9.21,3.43
2795,3/16/2019,Central y Norte,654.91,549.12,26.88,35.46,121.72,149.54
2796,3/16/2019,Pacifico,1267.32,1275.73,32.6,39.37,34.47,23.38
2797,3/16/2019,Zona Sur,678.58,660.26,67.32,33.6,73.41,66.29
2798,3/16/2019,Caribe,508.97,504.24,0.00,0.00,29.22,38.02
2799,3/16/2019,Huetar Norte,31.7,36.52,0.00,0.00,9.21,3.32
2800,3/17/2019,Central y Norte,654.91,535.9,26.88,35.99,121.72,138.01
2801,3/17/2019,Pacifico,1267.32,1263.19,32.6,39.35,34.47,21.05
2802,3/17/2019,Zona Sur,678.58,649.84,67.32,33.64,73.41,56.39
2803,3/17/2019,Caribe,508.97,477.01,0.00,0.00,29.22,32.7
2804,3/17/2019,Huetar Norte,31.7,37.07,0.00,0.00,9.21,3.1
2805,3/18/2019,Central y Norte,660.12,576.89,26.88,30.85,121.72,139.35
2806,3/18/2019,Pacifico,1267.32,1295.64,32.6,38.95,34.47,38.45
2807,3/18/2019,Zona Sur,678.58,674.26,67.32,32.55,73.41,77.85
2808,3/18/2019,Caribe,508.97,491.13,0.00,0.00,29.22,27.3
2809,3/18/2019,Huetar Norte,31.7,37.35,0.00,0.00,9.21,2.81
2810,3/19/2019,Central y Norte,669.66,558.58,26.88,30.18,121.72,142.42
2811,3/19/2019,Pacifico,1267.32,1324.23,32.6,38.76,34.47,31.03
2812,3/19/2019,Zona Sur,678.58,695.98,67.32,32.7,73.41,82.64
2813,3/19/2019,Caribe,508.97,515.35,0.00,0.00,29.22,34.07
2814,3/19/2019,Huetar Norte,31.7,37.07,0.00,0.00,9.21,2.73
2815,3/20/2019,Central y Norte,659.45,541.64,26.88,30.31,121.72,146.7
2816,3/20/2019,Pacifico,1251.69,1282.07,32.6,38.54,34.47,26.14
2817,3/20/2019,Zona Sur,678.58,713.96,67.32,33.12,73.41,76.03
2818,3/20/2019,Caribe,508.97,517.3,0.00,0.00,29.22,36.43
2819,3/20/2019,Huetar Norte,31.7,36.66,0.00,0.00,9.21,3.09
2820,3/21/2019,Central y Norte,658.49,476.27,26.88,30.56,121.72,146.88
2821,3/21/2019,Pacifico,1251.69,1125.15,32.6,38.84,34.47,20.72
2822,3/21/2019,Zona Sur,678.58,677.36,67.32,32.99,73.41,65.34
2823,3/21/2019,Caribe,508.97,465.95,0.00,0.00,29.22,30
2824,3/21/2019,Huetar Norte,31.7,36.63,0.00,0.00,9.21,3.17
2825,3/22/2019,Central y Norte,658.49,495.12,26.88,30.41,121.72,143.7
2826,3/22/2019,Pacifico,1251.69,1184.93,32.6,39.09,34.47,28.2
2827,3/22/2019,Zona Sur,678.58,701.8,67.32,33.14,73.41,74.16
2828,3/22/2019,Caribe,500.87,495.87,0.00,0.00,29.22,30.09
2829,3/22/2019,Huetar Norte,31.7,37.12,0.00,0.00,9.21,3.15
2830,3/23/2019,Central y Norte,660.84,520.2,26.88,30.42,121.72,142.52
2831,3/23/2019,Pacifico,1251.69,1263.81,32.6,39.29,34.47,26
2832,3/23/2019,Zona Sur,678.58,709.13,67.32,33.18,73.41,74.2
2833,3/23/2019,Caribe,500.87,515.41,0.00,0.00,29.22,32.41
2834,3/23/2019,Huetar Norte,31.7,37.94,0.00,0.00,9.21,3.42
2835,3/24/2019,Central y Norte,660.84,518.01,26.88,30.33,121.72,142.28
2836,3/24/2019,Pacifico,1251.69,1295.12,32.6,39.3,34.47,22.38
2837,3/24/2019,Zona Sur,678.58,667.5,67.32,35.52,73.41,66.57
2838,3/24/2019,Caribe,500.87,517,0.00,0.00,29.22,30.84
2839,3/24/2019,Huetar Norte,31.7,39.07,0.00,0.00,9.21,3.1
2840,3/25/2019,Central y Norte,660.84,526.18,26.88,30.42,121.72,137.87
2841,3/25/2019,Pacifico,1251.69,1337.26,32.6,39.34,34.47,25.43
2842,3/25/2019,Zona Sur,678.58,676.6,67.32,37.95,73.41,78.25
