,indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU),HDBSCAN_clusters
2715,2715,2/28/2019,Central y Norte,673.21,527.94,26.91,29.15,105.09,144.69,3
2716,2716,2/28/2019,Pacifico,1269.41,1277.59,32.68,39.48,35.58,21.02,2
2717,2717,2/28/2019,Zona Sur,661.63,644.5,67.51,36.72,66.95,75.83,3
2718,2718,2/28/2019,Caribe,504.35,480.02,0.0,0.0,24.0,27.21,0
2719,2719,2/28/2019,Huetar Norte,31.81,37.1,0.0,0.0,8.62,2.64,1
2720,2720,3/1/2019,Central y Norte,668.42,553.92,26.88,30.1,121.72,142.81,3
2721,2721,3/1/2019,Pacifico,1270.71,1286.4,32.6,39.45,34.47,26.28,2
2722,2722,3/1/2019,Zona Sur,657.97,670.79,67.32,36.63,73.41,73.05,3
2723,2723,3/1/2019,Caribe,504.47,464.87,0.0,0.0,29.22,26.8,0
2724,2724,3/1/2019,Huetar Norte,31.7,37.45,0.0,0.0,9.21,2.88,1
2725,2725,3/2/2019,Central y Norte,668.42,527.42,26.88,29.36,121.72,142.05,3
2726,2726,3/2/2019,Pacifico,1270.71,1271.02,32.6,39.4,34.47,26.49,2
2727,2727,3/2/2019,Zona Sur,657.97,630.77,67.32,36.91,73.41,63.58,3
2728,2728,3/2/2019,Caribe,504.47,466.76,0.0,0.0,29.22,25.35,0
2729,2729,3/2/2019,Huetar Norte,31.7,38.17,0.0,0.0,9.21,3.06,1
2730,2730,3/3/2019,Central y Norte,668.42,465.57,26.88,29.68,121.72,136.91,3
2731,2731,3/3/2019,Pacifico,1270.71,1235.12,32.6,39.36,34.47,31.62,2
2732,2732,3/3/2019,Zona Sur,657.97,629.83,67.32,37.04,73.41,59.19,3
2733,2733,3/3/2019,Caribe,504.47,475.35,0.0,0.0,29.22,25.05,0
2734,2734,3/3/2019,Huetar Norte,31.7,37.3,0.0,0.0,9.21,3.78,1
2735,2735,3/4/2019,Central y Norte,669.28,487.66,26.88,30.74,121.72,141.53,3
2736,2736,3/4/2019,Pacifico,1270.71,1249.82,32.6,39.31,34.47,35.43,2
2737,2737,3/4/2019,Zona Sur,657.97,672.94,67.32,37.04,73.41,63.56,3
2738,2738,3/4/2019,Caribe,504.47,479.64,0.0,0.0,29.22,25.13,0
2739,2739,3/4/2019,Huetar Norte,31.7,36.08,0.0,0.0,9.21,3.35,1
2740,2740,3/5/2019,Central y Norte,669.28,502.11,26.88,30.74,121.72,140.05,3
2741,2741,3/5/2019,Pacifico,1270.71,1282.53,32.6,39.33,34.47,38.61,2
2742,2742,3/5/2019,Zona Sur,657.97,673.52,67.32,37.07,73.41,58.3,3
2743,2743,3/5/2019,Caribe,504.47,492.45,0.0,0.0,29.22,29.79,0
2744,2744,3/5/2019,Huetar Norte,31.7,37.14,0.0,0.0,9.21,3.83,1
2745,2745,3/6/2019,Central y Norte,671.43,525.3,26.88,31.04,121.72,138.83,3
2746,2746,3/6/2019,Pacifico,1270.71,1289.83,32.6,39.32,34.47,39.21,2
2747,2747,3/6/2019,Zona Sur,657.97,677.88,67.32,35.83,73.41,60.35,3
2748,2748,3/6/2019,Caribe,504.47,490.23,0.0,0.0,29.22,33.22,0
2749,2749,3/6/2019,Huetar Norte,31.7,36.81,0.0,0.0,9.21,3.64,1
2750,2750,3/7/2019,Central y Norte,668.95,553.11,26.88,31.06,121.72,139.14,3
2751,2751,3/7/2019,Pacifico,1270.71,1300.96,32.6,39.36,34.47,39.26,2
2752,2752,3/7/2019,Zona Sur,657.97,681.83,67.32,32.53,73.41,70.05,3
2753,2753,3/7/2019,Caribe,504.47,502.32,0.0,0.0,29.22,30.57,0
2754,2754,3/7/2019,Huetar Norte,31.7,31.51,0.0,0.0,9.21,3.33,1
2755,2755,3/8/2019,Central y Norte,669.81,552.36,26.88,30.98,121.72,135.35,3
2756,2756,3/8/2019,Pacifico,1270.71,1297.64,32.6,39.27,34.47,38.76,2
2757,2757,3/8/2019,Zona Sur,657.97,671.8,67.32,33.69,73.41,80.13,3
2758,2758,3/8/2019,Caribe,504.47,493.33,0.0,0.0,29.22,30.45,0
2759,2759,3/8/2019,Huetar Norte,31.7,31.08,0.0,0.0,9.21,3.54,1
2760,2760,3/9/2019,Central y Norte,669.81,553.17,26.88,30.91,121.72,135.11,3
2761,2761,3/9/2019,Pacifico,1270.71,1281.24,32.6,39.33,34.47,35.35,2
2762,2762,3/9/2019,Zona Sur,657.97,670.04,67.32,33.02,73.41,78.66,3
2763,2763,3/9/2019,Caribe,504.47,501.3,0.0,0.0,29.22,35.73,0
2764,2764,3/9/2019,Huetar Norte,31.7,28.92,0.0,0.0,9.21,3.85,1
2765,2765,3/10/2019,Central y Norte,669.81,541.58,26.88,30.96,121.72,132.47,3
2766,2766,3/10/2019,Pacifico,1270.71,1272.54,32.6,39.36,34.47,29.16,2
2767,2767,3/10/2019,Zona Sur,657.97,654.47,67.32,32.37,73.41,60.36,3
2768,2768,3/10/2019,Caribe,504.47,518.35,0.0,0.0,29.22,30.16,0
2769,2769,3/10/2019,Huetar Norte,31.7,37.1,0.0,0.0,9.21,3.2,1
2770,2770,3/11/2019,Central y Norte,669.81,555.94,26.88,31.2,121.72,137.15,3
2771,2771,3/11/2019,Pacifico,1270.71,1290.87,32.6,39.32,34.47,35.04,2
2772,2772,3/11/2019,Zona Sur,666.68,674.99,67.32,33.69,73.41,70.63,3
2773,2773,3/11/2019,Caribe,504.47,538.01,0.0,0.0,29.22,36.34,0
2774,2774,3/11/2019,Huetar Norte,31.7,38.97,0.0,0.0,9.21,3.18,1
2775,2775,3/12/2019,Central y Norte,669.81,573.33,26.88,31.12,121.72,141.25,3
2776,2776,3/12/2019,Pacifico,1270.71,1301.76,32.6,39.36,34.47,30.94,2
2777,2777,3/12/2019,Zona Sur,678.58,691.11,67.32,31.97,73.41,64.85,3
2778,2778,3/12/2019,Caribe,504.47,540.64,0.0,0.0,29.22,37.34,0
2779,2779,3/12/2019,Huetar Norte,31.7,38.97,0.0,0.0,9.21,3.0,1
2780,2780,3/13/2019,Central y Norte,665.93,581.45,26.88,31.18,121.72,139.67,3
2781,2781,3/13/2019,Pacifico,1273.92,1298.01,32.6,39.31,34.47,32.08,2
2782,2782,3/13/2019,Zona Sur,678.58,683.79,67.32,32.09,73.41,69.52,3
2783,2783,3/13/2019,Caribe,504.47,535.98,0.0,0.0,29.22,37.1,0
2784,2784,3/13/2019,Huetar Norte,31.7,37.75,0.0,0.0,9.21,3.58,1
2785,2785,3/14/2019,Central y Norte,654.78,559.54,26.88,31.2,121.72,140.21,3
2786,2786,3/14/2019,Pacifico,1273.92,1288.95,32.6,39.3,34.47,32.69,2
2787,2787,3/14/2019,Zona Sur,678.58,683.74,67.32,31.16,73.41,68.86,3
2788,2788,3/14/2019,Caribe,504.47,533.24,0.0,0.0,29.22,34.81,0
2789,2789,3/14/2019,Huetar Norte,31.7,38.71,0.0,0.0,9.21,3.04,1
2790,2790,3/15/2019,Central y Norte,654.91,549.26,26.88,31.39,121.72,145.29,3
2791,2791,3/15/2019,Pacifico,1269.92,1266.81,32.6,39.29,34.47,37.94,2
2792,2792,3/15/2019,Zona Sur,678.58,674.22,67.32,33.23,73.41,67.98,3
2793,2793,3/15/2019,Caribe,504.47,505.18,0.0,0.0,29.22,39.61,0
2794,2794,3/15/2019,Huetar Norte,31.7,37.69,0.0,0.0,9.21,3.43,1
2795,2795,3/16/2019,Central y Norte,654.91,549.12,26.88,35.46,121.72,149.54,3
2796,2796,3/16/2019,Pacifico,1267.32,1275.73,32.6,39.37,34.47,23.38,2
2797,2797,3/16/2019,Zona Sur,678.58,660.26,67.32,33.6,73.41,66.29,3
2798,2798,3/16/2019,Caribe,508.97,504.24,0.0,0.0,29.22,38.02,0
2799,2799,3/16/2019,Huetar Norte,31.7,36.52,0.0,0.0,9.21,3.32,1
2800,2800,3/17/2019,Central y Norte,654.91,535.9,26.88,35.99,121.72,138.01,3
2801,2801,3/17/2019,Pacifico,1267.32,1263.19,32.6,39.35,34.47,21.05,2
2802,2802,3/17/2019,Zona Sur,678.58,649.84,67.32,33.64,73.41,56.39,3
2803,2803,3/17/2019,Caribe,508.97,477.01,0.0,0.0,29.22,32.7,0
2804,2804,3/17/2019,Huetar Norte,31.7,37.07,0.0,0.0,9.21,3.1,1
2805,2805,3/18/2019,Central y Norte,660.12,576.89,26.88,30.85,121.72,139.35,3
2806,2806,3/18/2019,Pacifico,1267.32,1295.64,32.6,38.95,34.47,38.45,2
2807,2807,3/18/2019,Zona Sur,678.58,674.26,67.32,32.55,73.41,77.85,3
2808,2808,3/18/2019,Caribe,508.97,491.13,0.0,0.0,29.22,27.3,0
2809,2809,3/18/2019,Huetar Norte,31.7,37.35,0.0,0.0,9.21,2.81,1
2810,2810,3/19/2019,Central y Norte,669.66,558.58,26.88,30.18,121.72,142.42,3
2811,2811,3/19/2019,Pacifico,1267.32,1324.23,32.6,38.76,34.47,31.03,2
2812,2812,3/19/2019,Zona Sur,678.58,695.98,67.32,32.7,73.41,82.64,3
2813,2813,3/19/2019,Caribe,508.97,515.35,0.0,0.0,29.22,34.07,0
2814,2814,3/19/2019,Huetar Norte,31.7,37.07,0.0,0.0,9.21,2.73,1
2815,2815,3/20/2019,Central y Norte,659.45,541.64,26.88,30.31,121.72,146.7,3
2816,2816,3/20/2019,Pacifico,1251.69,1282.07,32.6,38.54,34.47,26.14,2
2817,2817,3/20/2019,Zona Sur,678.58,713.96,67.32,33.12,73.41,76.03,3
2818,2818,3/20/2019,Caribe,508.97,517.3,0.0,0.0,29.22,36.43,0
2819,2819,3/20/2019,Huetar Norte,31.7,36.66,0.0,0.0,9.21,3.09,1
2820,2820,3/21/2019,Central y Norte,658.49,476.27,26.88,30.56,121.72,146.88,3
2821,2821,3/21/2019,Pacifico,1251.69,1125.15,32.6,38.84,34.47,20.72,2
2822,2822,3/21/2019,Zona Sur,678.58,677.36,67.32,32.99,73.41,65.34,3
2823,2823,3/21/2019,Caribe,508.97,465.95,0.0,0.0,29.22,30.0,0
2824,2824,3/21/2019,Huetar Norte,31.7,36.63,0.0,0.0,9.21,3.17,1
2825,2825,3/22/2019,Central y Norte,658.49,495.12,26.88,30.41,121.72,143.7,3
2826,2826,3/22/2019,Pacifico,1251.69,1184.93,32.6,39.09,34.47,28.2,2
2827,2827,3/22/2019,Zona Sur,678.58,701.8,67.32,33.14,73.41,74.16,3
2828,2828,3/22/2019,Caribe,500.87,495.87,0.0,0.0,29.22,30.09,0
2829,2829,3/22/2019,Huetar Norte,31.7,37.12,0.0,0.0,9.21,3.15,1
2830,2830,3/23/2019,Central y Norte,660.84,520.2,26.88,30.42,121.72,142.52,3
2831,2831,3/23/2019,Pacifico,1251.69,1263.81,32.6,39.29,34.47,26.0,2
2832,2832,3/23/2019,Zona Sur,678.58,709.13,67.32,33.18,73.41,74.2,3
2833,2833,3/23/2019,Caribe,500.87,515.41,0.0,0.0,29.22,32.41,0
2834,2834,3/23/2019,Huetar Norte,31.7,37.94,0.0,0.0,9.21,3.42,1
2835,2835,3/24/2019,Central y Norte,660.84,518.01,26.88,30.33,121.72,142.28,3
2836,2836,3/24/2019,Pacifico,1251.69,1295.12,32.6,39.3,34.47,22.38,2
2837,2837,3/24/2019,Zona Sur,678.58,667.5,67.32,35.52,73.41,66.57,3
2838,2838,3/24/2019,Caribe,500.87,517.0,0.0,0.0,29.22,30.84,0
2839,2839,3/24/2019,Huetar Norte,31.7,39.07,0.0,0.0,9.21,3.1,1
2840,2840,3/25/2019,Central y Norte,660.84,526.18,26.88,30.42,121.72,137.87,3
2841,2841,3/25/2019,Pacifico,1251.69,1337.26,32.6,39.34,34.47,25.43,2
2842,2842,3/25/2019,Zona Sur,678.58,676.6,67.32,37.95,73.41,78.25,3
2843,2843,3/25/2019,Caribe,500.87,539.14,0.0,0.0,29.22,36.1,0
2844,2844,3/25/2019,Huetar Norte,31.7,39.06,0.0,0.0,9.21,3.0,1
2845,2845,3/26/2019,Central y Norte,669.84,528.68,26.88,30.49,121.72,141.09,3
2846,2846,3/26/2019,Pacifico,1251.69,1338.05,32.6,39.36,34.47,32.56,2
2847,2847,3/26/2019,Zona Sur,678.58,693.39,67.32,39.09,73.41,84.57,3
2848,2848,3/26/2019,Caribe,500.87,520.41,0.0,0.0,29.22,37.19,0
2849,2849,3/26/2019,Huetar Norte,31.7,37.77,0.0,0.0,9.21,3.03,1
2850,2850,3/27/2019,Central y Norte,669.84,571.91,26.88,30.51,121.72,148.91,3
2851,2851,3/27/2019,Pacifico,1251.69,1335.04,32.6,39.37,34.47,31.17,2
2852,2852,3/27/2019,Zona Sur,678.58,699.81,67.32,39.15,73.41,88.45,3
2853,2853,3/27/2019,Caribe,500.87,536.15,0.0,0.0,29.22,39.76,0
2854,2854,3/27/2019,Huetar Norte,31.7,38.84,0.0,0.0,9.21,3.09,1
2855,2855,3/28/2019,Central y Norte,678.07,575.34,26.88,30.24,121.72,162.7,3
2856,2856,3/28/2019,Pacifico,1251.69,1349.75,32.6,39.3,34.47,25.59,2
2857,2857,3/28/2019,Zona Sur,678.58,693.26,67.32,39.39,73.41,89.66,3
2858,2858,3/28/2019,Caribe,500.87,548.13,0.0,0.0,29.22,42.03,0
2859,2859,3/28/2019,Huetar Norte,31.7,38.19,0.0,0.0,9.21,3.24,1
2860,2860,3/29/2019,Central y Norte,678.07,610.26,26.88,30.15,121.72,173.88,3
2861,2861,3/29/2019,Pacifico,1251.69,1325.19,32.6,39.3,34.47,29.68,2
2862,2862,3/29/2019,Zona Sur,678.58,704.33,67.32,35.72,73.41,90.65,3
2863,2863,3/29/2019,Caribe,500.87,562.16,0.0,0.0,29.22,36.66,0
2864,2864,3/29/2019,Huetar Norte,31.7,38.76,0.0,0.0,9.21,3.39,1
2865,2865,3/30/2019,Central y Norte,678.07,626.76,26.88,29.93,121.72,180.18,3
2866,2866,3/30/2019,Pacifico,1251.69,1317.86,32.6,39.22,34.47,29.65,2
2867,2867,3/30/2019,Zona Sur,678.58,704.9,67.32,34.53,73.41,81.71,3
2868,2868,3/30/2019,Caribe,500.87,547.65,0.0,0.0,29.22,43.52,0
2869,2869,3/30/2019,Huetar Norte,31.7,39.31,0.0,0.0,9.21,2.58,1
2870,2870,3/31/2019,Central y Norte,678.07,537.38,26.88,30.15,121.72,182.79,3
2871,2871,3/31/2019,Pacifico,1251.69,1265.35,32.6,39.3,34.47,28.45,2
2872,2872,3/31/2019,Zona Sur,678.58,659.77,67.32,34.02,73.41,62.84,3
2873,2873,3/31/2019,Caribe,500.87,515.08,0.0,0.0,29.22,49.77,0
2874,2874,3/31/2019,Huetar Norte,31.7,33.95,0.0,0.0,9.21,2.46,1
2875,2875,4/1/2019,Central y Norte,694.44,566.18,27.03,30.3,159.92,181.17,3
2876,2876,4/1/2019,Pacifico,1391.86,1325.99,32.64,39.28,32.58,34.93,2
2877,2877,4/1/2019,Zona Sur,666.7,668.2,62.76,33.63,76.25,78.51,3
2878,2878,4/1/2019,Caribe,526.12,492.91,0.0,0.0,44.26,47.67,0
2879,2879,4/1/2019,Huetar Norte,36.46,34.88,0.0,0.0,4.92,2.79,1
2880,2880,4/2/2019,Central y Norte,694.44,589.45,27.03,30.24,159.92,181.13,3
2881,2881,4/2/2019,Pacifico,1387.86,1363.33,32.64,39.22,32.58,28.19,2
2882,2882,4/2/2019,Zona Sur,666.7,675.02,62.76,33.71,76.25,89.51,3
2883,2883,4/2/2019,Caribe,526.12,552.31,0.0,0.0,44.26,42.88,0
2884,2884,4/2/2019,Huetar Norte,36.46,40.31,0.0,0.0,4.92,2.83,1
2885,2885,4/3/2019,Central y Norte,691.8,587.61,27.03,30.11,159.92,195.95,3
2886,2886,4/3/2019,Pacifico,1387.86,1391.56,32.64,39.24,32.58,30.04,2
2887,2887,4/3/2019,Zona Sur,666.7,687.85,62.76,33.71,76.25,90.42,3
2888,2888,4/3/2019,Caribe,526.12,575.35,0.0,0.0,44.26,39.92,0
2889,2889,4/3/2019,Huetar Norte,36.46,32.77,0.0,0.0,4.92,4.4,1
2890,2890,4/4/2019,Central y Norte,691.8,593.94,27.03,29.9,159.92,187.49,3
2891,2891,4/4/2019,Pacifico,1387.86,1404.63,32.64,39.21,32.58,28.08,2
2892,2892,4/4/2019,Zona Sur,666.7,705.27,62.76,33.8,76.25,74.86,3
2893,2893,4/4/2019,Caribe,526.12,580.84,0.0,0.0,44.26,40.36,0
2894,2894,4/4/2019,Huetar Norte,36.46,36.89,0.0,0.0,4.92,4.08,1
2895,2895,4/5/2019,Central y Norte,684.12,580.72,27.03,29.64,159.92,188.76,3
2896,2896,4/5/2019,Pacifico,1387.86,1383.36,32.64,39.18,32.58,26.59,2
2897,2897,4/5/2019,Zona Sur,666.7,685.75,62.76,33.83,76.25,67.44,3
2898,2898,4/5/2019,Caribe,526.12,567.83,0.0,0.0,44.26,37.6,0
2899,2899,4/5/2019,Huetar Norte,36.46,30.93,0.0,0.0,4.92,4.05,1
2900,2900,4/6/2019,Central y Norte,684.12,565.31,27.03,29.84,159.92,204.91,3
2901,2901,4/6/2019,Pacifico,1387.86,1365.73,32.64,39.15,32.58,26.78,2
2902,2902,4/6/2019,Zona Sur,666.7,675.43,62.76,33.84,76.25,63.63,3
2903,2903,4/6/2019,Caribe,515.16,520.82,0.0,0.0,44.26,37.5,0
2904,2904,4/6/2019,Huetar Norte,36.46,31.36,0.0,0.0,4.92,3.37,1
2905,2905,4/7/2019,Central y Norte,684.12,505.06,27.03,29.88,159.92,206.46,3
2906,2906,4/7/2019,Pacifico,1387.86,1297.83,32.64,39.21,32.58,15.64,2
2907,2907,4/7/2019,Zona Sur,666.7,635.79,62.76,34.7,76.25,51.8,3
2908,2908,4/7/2019,Caribe,515.16,456.77,0.0,0.0,44.26,36.31,0
2909,2909,4/7/2019,Huetar Norte,36.46,28.85,0.0,0.0,4.92,3.3,1
2910,2910,4/8/2019,Central y Norte,684.12,536.23,27.03,30.01,159.92,199.85,3
2911,2911,4/8/2019,Pacifico,1387.86,1333.81,32.64,39.14,32.58,27.77,2
2912,2912,4/8/2019,Zona Sur,666.7,668.28,62.76,34.7,76.25,69.07,3
2913,2913,4/8/2019,Caribe,515.16,507.71,0.0,0.0,44.26,33.4,0
2914,2914,4/8/2019,Huetar Norte,36.46,32.62,0.0,0.0,4.92,3.24,1
2915,2915,4/9/2019,Central y Norte,684.16,561.94,27.03,29.86,159.92,190.1,3
2916,2916,4/9/2019,Pacifico,1387.86,1354.22,32.64,37.86,32.58,29.67,2
2917,2917,4/9/2019,Zona Sur,666.7,670.17,62.76,34.45,76.25,69.21,3
2918,2918,4/9/2019,Caribe,515.16,509.04,0.0,0.0,44.26,40.27,0
2919,2919,4/9/2019,Huetar Norte,36.46,36.98,0.0,0.0,4.92,3.05,1
2920,2920,4/10/2019,Central y Norte,684.16,600.1,27.03,29.81,159.92,194.97,3
2921,2921,4/10/2019,Pacifico,1387.86,1388.26,32.64,36.53,32.58,33.64,2
2922,2922,4/10/2019,Zona Sur,662.8,689.98,62.76,35.57,76.25,79.99,3
2923,2923,4/10/2019,Caribe,515.16,492.0,0.0,0.0,44.26,49.6,0
2924,2924,4/10/2019,Huetar Norte,36.46,42.33,0.0,0.0,4.92,3.65,1
2925,2925,4/11/2019,Central y Norte,698.95,621.81,27.03,29.55,159.92,202.23,3
2926,2926,4/11/2019,Pacifico,1387.86,1389.75,32.64,36.75,32.58,41.17,2
2927,2927,4/11/2019,Zona Sur,662.8,676.23,62.76,36.85,76.25,74.63,3
2928,2928,4/11/2019,Caribe,515.16,516.4,0.0,0.0,44.26,49.5,0
2929,2929,4/11/2019,Huetar Norte,36.46,43.61,0.0,0.0,4.92,3.86,1
2930,2930,4/12/2019,Central y Norte,698.95,609.79,27.03,27.74,159.92,208.85,3
2931,2931,4/12/2019,Pacifico,1387.86,1383.52,32.64,37.44,32.58,50.03,2
2932,2932,4/12/2019,Zona Sur,662.8,699.97,62.76,34.06,76.25,76.07,3
2933,2933,4/12/2019,Caribe,515.16,520.26,0.0,0.0,44.26,53.07,0
2934,2934,4/12/2019,Huetar Norte,36.46,44.76,0.0,0.0,4.92,3.05,1
2935,2935,4/13/2019,Central y Norte,700.17,600.55,27.03,30.03,159.92,199.5,3
2936,2936,4/13/2019,Pacifico,1387.86,1386.57,32.64,37.76,32.58,37.47,2
2937,2937,4/13/2019,Zona Sur,662.8,679.88,62.76,33.65,76.25,78.19,3
2938,2938,4/13/2019,Caribe,515.16,531.81,0.0,0.0,44.26,46.1,0
2939,2939,4/13/2019,Huetar Norte,36.46,42.15,0.0,0.0,4.92,2.99,1
2940,2940,4/14/2019,Central y Norte,700.21,581.12,27.03,30.0,159.92,197.14,3
2941,2941,4/14/2019,Pacifico,1387.86,1360.29,32.64,37.84,32.58,25.72,2
2942,2942,4/14/2019,Zona Sur,662.8,651.75,62.76,36.34,76.25,71.52,3
2943,2943,4/14/2019,Caribe,515.16,499.49,0.0,0.0,44.26,54.7,0
2944,2944,4/14/2019,Huetar Norte,36.46,42.01,0.0,0.0,4.92,3.09,1
2945,2945,4/15/2019,Central y Norte,697.43,584.83,27.03,34.38,159.92,194.36,3
2946,2946,4/15/2019,Pacifico,1386.79,1359.92,32.64,37.8,32.58,36.31,2
2947,2947,4/15/2019,Zona Sur,662.8,678.68,62.76,38.23,76.25,65.85,3
2948,2948,4/15/2019,Caribe,515.16,524.77,0.0,0.0,44.26,50.42,0
2949,2949,4/15/2019,Huetar Norte,36.46,41.55,0.0,0.0,4.92,4.01,1
2950,2950,4/16/2019,Central y Norte,697.43,481.25,27.03,35.83,159.92,208.94,3
2951,2951,4/16/2019,Pacifico,1386.79,1294.81,32.64,36.16,32.58,27.54,2
2952,2952,4/16/2019,Zona Sur,662.8,665.73,62.76,37.79,76.25,78.7,3
2953,2953,4/16/2019,Caribe,511.16,509.51,0.0,0.0,44.26,44.36,0
2954,2954,4/16/2019,Huetar Norte,36.46,38.7,0.0,0.0,4.92,5.46,1
2955,2955,4/17/2019,Central y Norte,697.43,455.21,27.03,36.14,159.92,205.12,3
2956,2956,4/17/2019,Pacifico,1386.79,1195.85,32.64,37.45,32.58,35.59,2
2957,2957,4/17/2019,Zona Sur,662.8,666.0,62.76,38.04,76.25,69.09,3
2958,2958,4/17/2019,Caribe,511.16,473.22,0.0,0.0,44.26,54.68,0
2959,2959,4/17/2019,Huetar Norte,36.46,36.05,0.0,0.0,4.92,4.1,1
2960,2960,4/18/2019,Central y Norte,694.78,467.91,27.03,35.05,159.92,197.93,3
2961,2961,4/18/2019,Pacifico,1386.79,1264.26,32.64,38.93,32.58,42.9,2
2962,2962,4/18/2019,Zona Sur,662.8,621.8,62.76,38.98,76.25,47.48,3
2963,2963,4/18/2019,Caribe,511.16,501.6,0.0,0.0,44.26,53.27,0
2964,2964,4/18/2019,Huetar Norte,36.46,39.83,0.0,0.0,4.92,4.23,1
2965,2965,4/19/2019,Central y Norte,694.78,504.66,27.03,35.29,159.92,187.73,3
2966,2966,4/19/2019,Pacifico,1386.79,1312.25,32.64,38.93,32.58,32.41,2
2967,2967,4/19/2019,Zona Sur,662.8,586.89,62.76,39.01,76.25,57.69,3
2968,2968,4/19/2019,Caribe,511.16,525.69,0.0,0.0,44.26,46.71,0
2969,2969,4/19/2019,Huetar Norte,36.46,40.1,0.0,0.0,4.92,4.24,1
2970,2970,4/20/2019,Central y Norte,686.78,540.36,27.03,35.66,159.92,189.0,3
2971,2971,4/20/2019,Pacifico,1386.79,1333.1,32.64,38.97,32.58,43.82,2
2972,2972,4/20/2019,Zona Sur,666.7,595.44,62.76,38.07,76.25,62.84,3
2973,2973,4/20/2019,Caribe,511.16,531.2,0.0,0.0,44.26,42.95,0
2974,2974,4/20/2019,Huetar Norte,36.46,31.1,0.0,0.0,4.92,4.35,1
2975,2975,4/21/2019,Central y Norte,688.88,527.08,27.03,35.62,159.92,196.97,3
2976,2976,4/21/2019,Pacifico,1386.79,1308.81,32.64,37.45,32.58,33.19,2
2977,2977,4/21/2019,Zona Sur,677.3,560.37,62.76,38.08,76.25,51.86,3
2978,2978,4/21/2019,Caribe,511.16,510.14,0.0,0.0,44.26,39.73,0
2979,2979,4/21/2019,Huetar Norte,36.46,40.15,0.0,0.0,4.92,4.3,1
2980,2980,4/22/2019,Central y Norte,688.88,563.39,27.03,35.34,159.92,206.68,3
2981,2981,4/22/2019,Pacifico,1385.69,1347.42,32.64,35.38,32.58,41.08,2
2982,2982,4/22/2019,Zona Sur,677.3,608.82,62.76,37.88,76.25,64.66,3
2983,2983,4/22/2019,Caribe,511.16,523.04,0.0,0.0,44.26,38.19,0
2984,2984,4/22/2019,Huetar Norte,36.46,38.16,0.0,0.0,4.92,5.75,1
2985,2985,4/23/2019,Central y Norte,688.88,574.23,27.03,33.42,159.92,235.02,3
2986,2986,4/23/2019,Pacifico,1385.69,1363.09,32.64,35.29,32.58,36.47,2
2987,2987,4/23/2019,Zona Sur,677.3,619.98,62.76,37.8,76.25,59.74,3
2988,2988,4/23/2019,Caribe,511.16,519.06,0.0,0.0,44.26,46.29,0
2989,2989,4/23/2019,Huetar Norte,36.46,39.19,0.0,0.0,4.92,5.2,1
2990,2990,4/24/2019,Central y Norte,689.08,594.36,27.03,30.16,159.92,245.57,3
2991,2991,4/24/2019,Pacifico,1385.69,1398.37,32.64,35.27,32.58,40.65,2
2992,2992,4/24/2019,Zona Sur,677.3,648.12,62.76,37.6,76.25,71.37,3
2993,2993,4/24/2019,Caribe,511.16,531.87,0.0,0.0,44.26,53.87,0
2994,2994,4/24/2019,Huetar Norte,36.46,38.65,0.0,0.0,4.92,5.35,1
2995,2995,4/25/2019,Central y Norte,694.08,638.18,27.03,30.55,159.92,254.31,3
2996,2996,4/25/2019,Pacifico,1385.69,1430.44,32.64,35.53,32.58,49.25,2
2997,2997,4/25/2019,Zona Sur,677.3,659.62,62.76,39.45,76.25,74.35,3
2998,2998,4/25/2019,Caribe,511.16,556.14,0.0,0.0,44.26,59.11,0
2999,2999,4/25/2019,Huetar Norte,36.46,37.35,0.0,0.0,4.92,5.29,1
3000,3000,4/26/2019,Central y Norte,693.92,646.25,27.03,29.63,159.92,271.02,-1
3001,3001,4/26/2019,Pacifico,1389.89,1437.52,32.64,35.44,32.58,42.27,2
3002,3002,4/26/2019,Zona Sur,667.02,673.33,62.76,38.28,76.25,82.79,3
3003,3003,4/26/2019,Caribe,511.16,541.47,0.0,0.0,44.26,61.46,0
3004,3004,4/26/2019,Huetar Norte,36.46,41.26,0.0,0.0,4.92,4.38,1
3005,3005,4/27/2019,Central y Norte,696.7,656.81,27.03,30.75,159.92,260.91,3
3006,3006,4/27/2019,Pacifico,1389.89,1413.04,32.64,37.66,32.58,39.1,2
3007,3007,4/27/2019,Zona Sur,667.02,659.28,62.76,38.5,76.25,83.37,3
3008,3008,4/27/2019,Caribe,511.16,535.03,0.0,0.0,44.26,62.28,0
3009,3009,4/27/2019,Huetar Norte,36.46,39.54,0.0,0.0,4.92,4.75,1
3010,3010,4/28/2019,Central y Norte,693.89,641.73,27.03,30.69,159.92,262.58,3
3011,3011,4/28/2019,Pacifico,1389.89,1366.77,32.64,38.43,32.58,33.94,2
3012,3012,4/28/2019,Zona Sur,667.02,615.63,62.76,38.54,76.25,63.74,3
3013,3013,4/28/2019,Caribe,511.16,523.95,0.0,0.0,44.26,66.48,0
3014,3014,4/28/2019,Huetar Norte,36.46,39.41,0.0,0.0,4.92,3.44,1
3015,3015,4/29/2019,Central y Norte,693.89,657.87,27.03,30.77,159.92,265.62,-1
